Reviewer,Country,Title,Review Text,Date,Rating,Link
Peter Peterson,GB,Coca Cola is a major sponsor of the…,Coca Cola is a major sponsor of the Insanely corrupt Premier Leaugue.,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f314874b9cd6d69a0c9a74d
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Alex,GB,From cocaine to corruption,Used to be good when it had the cocaine in but now the only additive is corruption. Definitely not as moreish.,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f3134681b6c2d4aa216b5f4
John Wilkinson,GB,"This company ""sponsors"" the corrupt…","This company ""sponsors"" the corrupt Premier League. Terrible !","Aug 10, 2020",1,https://www.trustpilot.com/users/531eb73d0000640001683fb7
Dom Wright,AU,Corrupt,Corrupt. Awful customer service don’t care about the general public and only care about the dirty money which they gain and working with corrupt people at the top to save money on taxes and take from the poor.,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f31405936d931793847bed6
Rumple ShinSplints,GB,As a main sponsor of the corrupt…,As a main sponsor of the corrupt premier League. You cannot be trusted and have earned yourselves a spot on the 1 star list,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f3145e8ef67ac04200dd184
Graham D,GB,Really bad sponsoring a corrupt…,Really bad sponsoring a corrupt organisation.,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f3144d31b6c2d3e8516c1d2
David S,FR,Sponsors of Corruption,I used to like a coca coca but given they're aptitude to sponsoring corruption through the Premier League I have decided to drink tap water!!!  Plus those new cans where you have to double check that its a regular.  I ain't got time for that.,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f3142572bbcc871d0256dce
Mike Cave,GB,I really enjoy Coca Cola,"I really enjoy Coca Cola, along with my family and friends it WAS our go to soft drink...however, none of us are buying it again due to their tie in with the despicable & CORRUPT British Premier League. Pepsi will be getting mine and many thousands of other NUFC fans business moving forward!","Aug 10, 2020",1,https://www.trustpilot.com/users/5f3142be6de704465bf7cac2
RafsWaistcoat,GB,Corrupt just like the premier league,,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f31422b2bbcc8c347256daf
Rob Syms,ES,After I raised concerns about mass…,"After I raised concerns about mass corruption, they decided instead of answering the questions they blocked and ignored them.Pepsi is better anyway.HOWAY THE PEPSI","Aug 10, 2020",1,https://www.trustpilot.com/users/5b8ab6eb4de5666d347bcebf
Paul Hodgson,GB,Sponsors a corrupted organisation known…,Sponsors a corrupted organisation known as the premier league. AlsoBad for you! Stay well away!,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f313abad0946bff72486b2e
B Bannister,GB,Corrodes your teeth just like the…,Corrodes your teeth just like the corrupt premier league corrodes any chance of the sale of a member football club who aren't in the top 6.,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f3140ac6de70432ddf7c95f
chris donnelly,GB,backing a corruption in the premier…,backing a corruption in the premier league,"Aug 10, 2020",1,https://www.trustpilot.com/users/5d1472b0be59e8bd44ddabfd
HM,GB,Sponsors the corrupt premier league,Supports corruption,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f313eca36d9317a3347bd88
Gareth Varty,GB,Why would anyone ever buy a drink from…,Why would anyone ever buy a drink from a so called reputable company who sponsor companies who are absolutely corrupt to the core. Do not buy these drinks. These people sponsor and benefit from the premier league a known corrupt organization,"Aug 10, 2020",1,https://www.trustpilot.com/users/5af162cf4de5666d3473be58
Jack Boddy,GB,Sponsors of Corruption,You wouldn’t see Pepsi sponsoring a corrupt cartel like the Premier League,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f31413036d931d54447bf6f
Rob,GB,I like the vanilla flavour buts that's irrelevant…,"I like the vanilla flavour buts that's irrelevant as they are happy to work with and support a corrupt organisation, the Premier League.Also it rots your teeth","Aug 10, 2020",1,https://www.trustpilot.com/users/5f313ff10c384955ac36df5f
Carl Joicey,GB,Its time to move to pepsi..,Its time to move to pepsi... at least they wouldn't support a currupt Premier league and stay silent about it... pepsi is better anyway now they have raspberry 😋,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f31401c0c384999f536df89
John Smith,GB,Sponsors corrupt premier league,,"Aug 10, 2020",1,https://www.trustpilot.com/users/5d0d4f0b79ad3685bde9af53
Lewis,GB,sponsors the corrupt Premier League,can not be trusted as it is a sponsor of the corrupt Premier League,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f313f74ef67ac5c410dccba
Tom Abson,GB,Supports corruption,Supports corruption. Awful drink,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f313fddef67ac115d0dccfa
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
gav,GB,Corruption,Never support a company who deals with premier leauge who are corrupt 2 the core and this company don't care about corruption they allow it its a very big problem,"Updated Aug 10, 2020",1,https://www.trustpilot.com/users/5f313eed0c3849b70e36dea7
Calum Chambers,GB,Tastes like corruption,,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f313e990c384911c836de5d
Asda Tesco,GB,Corrupt brand supporting the corrupt…,Corrupt brand supporting the corrupt premier league,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f313d7f2bbcc8f13e256add
Dan Hall,GB,Supports corruption,"Buy pepsi instead, coca cola associate themselves with the corrupt Premier League","Aug 10, 2020",1,https://www.trustpilot.com/users/5f313bdd0c3849488c36dc28
TMTO,AT,Full of calories and bs sponsorship,Terrible drink. Full of calories and BS. Unbelievable that they also sponsor a terrible organisation (Premier League).,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f310065ffad8a4352254ebf
FPL Hewy,GB,Sponsors the corrupt Premier League,Sponsors the corrupt Premier League who refused to approve the Newcastle United takeover. I'll be drinking Pepsi from now on. Disgraceful.,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f31382b36d931cbd747b8a4
Kevin Burn,GB,Tainted product due to relationship…,Tainted product due to relationship with The English Premier LeagueI'll buy Pepsi from now on,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f313c570c384925c436dc82
Corben Clifton,GB,Corrupt need I say more,,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f313d326de7044fb6f7c6b5
Jack Lewis,GB,Sponsors the CORRUPT premier league,"Sponsors the CORRUPT premier league, pepsi wouldn’t sponsor a corrupt company","Aug 10, 2020",1,https://www.trustpilot.com/users/5f313c0936d931385f47bb31
Ian,GB,Rather drink a snidey rola cola from…,Rather drink a snidey rola cola from Farmfoods. No thanks.,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f313af336d9316f4447ba61
John,GB,Coca Cola Sponsor Corruption,Coca Cola are willingly sponsoring a corrupt organisation in the premier league and unless they want their reputation to continue being tarnished they must pressure the league to provide answers,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f3139c6d0946b5a27486a60
Michael-Chay Hayden,GB,Connection to the PL,,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f313a9fd0946bd5e9486b1b
Jo04 nufc,GB,Official sponsor of the corrupt premier league,Coca cola supports and endorses corruption as they sponsor the Premier league.,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f3138550c38497bcb36d9a5
David C,GB,Avoid,"They are associated with the Premier League, an organisation that is corrupt.Pepsi have no link","Aug 10, 2020",1,https://www.trustpilot.com/users/5f3137a71b6c2d12e116b84c
Craig Longmore,GB,Corrupt involvement with PL!,Official sponsor of the Corrupt Premier league. Drink Pepsi instead. Even if it isn't on offer!!,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f31393a0c3849431e36da54
Bella De Silva,GB,This company supports the rife…,"This company supports the rife corruption of the Premier League. Until the sponsors demand that the Premier League answer to their unfair and cruel actions towards the people of the North East of England, I cannot and will not buy or support Coca-Cola. Pepsi has much better ethics.","Aug 10, 2020",1,https://www.trustpilot.com/users/5f3139d01b6c2d679616b9a5
Rob Watt,GB,CocaCola,"CocaCola? The drink that makes you fat, they clearly have no moral compass, they just want your money, this is confirmed as they are a sponsor of the premier league which we all know are corrupt, I will not pay a penny into corruption.","Aug 10, 2020",1,https://www.trustpilot.com/users/5f313535ef67ac37c60dc528
Michael,GB,Official drink of the corrupt,,"Aug 10, 2020",1,https://www.trustpilot.com/users/5b632d0b4de5666d3482547b
David,GB,As a company they’re encouraging…,As a company they’re encouraging corruption within the premier league.,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f31367c2bbcc879962565d8
Jake McKeown,GB,Official drink of corruption,,"Aug 10, 2020",1,https://www.trustpilot.com/users/5f3134531b6c2d37dd16b5d6
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Sandra Martin,US,Coca-Cola does not care about its customers and LIES LIES LIES.,"Coca-Cola has done nothing but lie about why Mello Yello and Fresca are nowhere to be found.  The message on their phone system is a lie, for there being an aluminum shortage lie.  Go into any grocery store and count the numerous boxes of coke and sprite to the point it will take up one to 2 entire aisles.  If they put that much care into other products (Mello Yello and Fresca) it would be on the shelf too.  They claim they don't want coke to be the next toilet paper.  HAHAHAHA!  What a joke.  Cleaning products are still in short supply but coke can be found everywhere.  The bottom line is they want to make the money the cleaning companies have been making throughout this pandemic and they are doing it at the expense of the people who buy their product trying to force them to buy coke which is horrible or sprite which is also not that great and they don't care about any of their other products because they don't bring in enough money for them apparently or so I have been told on numerous phone calls to complain.  Disgusted consumer who will have to go back to Mountain Dew.  My husband who has to watch his sugar intake and hates diet soda will now have to drink water as long as it is not made by coca-cola since they have seen fit to get rid of Fresca.","Aug 9, 2020",1,https://www.trustpilot.com/users/5f305c320c3849350d367481
Sandor Kapusi,GB,Good product but the Customer service…,"Good product but the Customer service is USELESS. Did not listening or try to sort out the problem ( Thank you Carrie), just collect the money and don't care  about the customer who is really buying the product!!!!!","Aug 3, 2020",1,https://www.trustpilot.com/users/5b0eaba74de5666d34909ab4
Stephanie Nwaiwu,NG,It's really delicious and leaves you…,It's really delicious and leaves you wanting more.,"Jul 30, 2020",4,https://www.trustpilot.com/users/5f2283f9e157f4c582bcdbf8
Emanuil Martinov,BG,A huge and great company that is in our…,A huge and great company that is in our lives for so long. Love the drink and the whole marketing thing that the company does! Good job!,"Jul 27, 2020",5,https://www.trustpilot.com/users/5f1ecf35fd29d3b0255279c9
Ravi Singh,AU,If coke did not have a monopoly in…,"If coke did not have a monopoly in Australia, I would not be doing business with them. Its one of the worst companies I have ever dealt with. They are rude and always blame their customers. Its a long story but as a CEO of my own brand, I hate doing business with Coke. I just hope someone can step the mark and take over their market share. They don't care about anyone's business nor are they there to assist. All they want is your business. A pathetic company with no shame. I hope the CEO can call me as I would like to share my disappoints.To all CEOs, coke is pathetic and be mindful they maybe giving your staff a headache.The worst company in the world as what I say.","Jul 24, 2020",1,https://www.trustpilot.com/users/5f1a39179e913d1497ce0832
Kerien,US,They used to be a great company,Why is Coca Cola unable to supply Sam's Club or Costco with Diet Coke? Coca Cola is able to supply Coke and Coke Zero. I've been a Diet Coke consumer since my sister went to work for PepsiCo as a plant manager  in 1984 (family weren't allowed to receive rewards). Now I'm forced to switch back because Coca Cola can't effectively manage their supply and distribution. Somebody should be looking for a new job.,"Jul 21, 2020",1,https://www.trustpilot.com/users/5f177c6896fe872b9824c78c
Naomi Williams,CH,CocaCola company is one of the biggest…,CocaCola company is one of the biggest companies in the world. I love their products and they are making big efforts to make their products even better and they are helping local communities and local companies.,"Jul 20, 2020",4,https://www.trustpilot.com/users/5f11adf3d221f3aed3cd6ca6
Demetrius,UA,I drink Coke for many years,"I drink Coke for many years, and my teeth are still whiter than snow!!","Jul 6, 2020",4,https://www.trustpilot.com/users/5f00dd0b2650c979197abc02
Mike,US,High fructose..,"High fructose... yuck. Bring back original coke at least with real sugar. After selling out to monsantos, your drinks are worthless and don’t taste the same. Please stop trying to poison Americans over making a quick profit.","Jun 30, 2020",1,https://www.trustpilot.com/users/5ea04877949c72c2a553694b
Fatima Gako,PH,Cocacola has been part of our lives…,Cocacola has been part of our lives already. It is present is all the occasions our family and even on normal and everyday meals we had. Their products are just the best.,"Jun 24, 2020",5,https://www.trustpilot.com/users/5eeef92ea40a3245b1d9c306
Diana Beldiman,RO,It's a great drink for a catering and…,"It's the perfect drink for a meeting, for when you go clubbling. The fuzy feeling of the drink gives you some sort of weird energy, like you wanna go for a run, but you will stay and drink it together with your friends.","Jun 21, 2020",3,https://www.trustpilot.com/users/5eef28e4821fb19d205b659d
Sachin Sajin,IN,I like coca cola mostly classic,,"Jun 17, 2020",4,https://www.trustpilot.com/users/5eea3cad4bfec8b39ea55663
Betty's Vlog,CA,I love the classic Coca Cola,I love the classic Coca Cola. It tastes good. 🙂,"Jun 13, 2020",5,https://www.trustpilot.com/users/5ee4999bd05e0a3b347cd794
Albert H. Laguatan,PH,The tast is good,The tast is good. The coke zero may good for diabetic,"Updated May 28, 2020",5,https://www.trustpilot.com/users/5ece4dee5a630908b3cde726
Youssef Azzouzi,IT,Too much sugar,"Too much sugar, overwhelming the pancreas since 5 cents","May 19, 2020",1,https://www.trustpilot.com/users/5a57cfa90000ff000affcab0
Abraham,ES,For me is excellent,,"May 19, 2020",5,https://www.trustpilot.com/users/5ec38635c66da3adcf8884cd
Viktoria Orlovskaya,RU,I'm in love with you,,"May 5, 2020",5,https://www.trustpilot.com/users/5dd52cf748267669bf94f04e
Michael Stevens,NZ,My fav drink ever!,,"May 4, 2020",5,https://www.trustpilot.com/users/5eb0a23de8355938afc54d11
Mark Ray,US,Coke sucks!,"You guys @ coca cola are going to go out of business. You keep changing the recipe untill it's nasty, and then raising prices. Go back to a better time! We don't want flat tasting pop with CHEMICAL fizz!","May 4, 2020",1,https://www.trustpilot.com/users/5eb04dfee83559e00ec521a3
Larrecia Shealey,US,My favorite soda 😍,,"Apr 27, 2020",5,https://www.trustpilot.com/users/5ea70c33949c72863257148d
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Nick,GB,I challenge anyone to not drink any…,"I challenge anyone to not drink any coke product for a month then come back and try it, i used to drink coca cola and the lot and it was nice but soon as i stopped and came back it tasted like toilet products...especially coke zero cherry and just coke zero in general...how anyone drinks it is beyond me, original coke i can drink but thats not something you want to drink a lot of...just feel like they've changed the way its made or once you get off the stuff and try it again later on you actually realise how vile it is...no joke when i say it tastes like toilet products.","Apr 27, 2020",3,https://www.trustpilot.com/users/5ace16674de5666d34620577
Максим Черемисов,RU,I like it :),Good! It's very good,"Apr 14, 2020",5,https://www.trustpilot.com/users/5e95a26ee638eba035cd05c1
Camilla&lt;3,US,I bought Dasani,"I bought Dasani, and guess what.I found out it makes your tounge dry, and wants you to drink more and more! There is also some ingredients that is used to kill criminals.Do NOT buy the Dasani water!!!!!!!!1","Apr 7, 2020",1,https://www.trustpilot.com/users/5e8c355cb539f3fc96dfced8
Corner Richards,US,Not healthy at all,"Not healthy at all, but  commercials are number one","Mar 20, 2020",3,https://www.trustpilot.com/users/5e73685b4c154fb6202f3581
Mauer Tobias,NL,Not healthy anymore,,"Mar 17, 2020",3,https://www.trustpilot.com/users/5c8ba7ca557715477283b932
Edward Marcus,ZA,Coca-Cola company Created less sugar…,Coca-Cola company Created less sugar for us  we appreciate what you have done to the people of the Nation you are doing well than old times  .What you have done is good to our health.  Taste  less sugar Now!...I can't wait to recommend this to my friends and my family 👨‍👩‍👦‍👦members. Grate job👏👋,"Mar 15, 2020",5,https://www.trustpilot.com/users/5e6c96bfbaa51837e1163a21
Jonathan Parago,US,Water > Coca Cola,The best drink in the world after water. That's why it's only getting 4 stars haha,"Jan 7, 2020",4,https://www.trustpilot.com/users/5e14b0c9a8a35144f5a24bcc
Dale,GB,love this company who doesnt.,,"Jan 1, 2020",5,https://www.trustpilot.com/users/5e0cc9f231bb5a4a96937835
Justin Lopez,US,Number 1 drink around,I think Coca-Cola is the best product around,"Dec 25, 2019",2,https://www.trustpilot.com/users/5dfc72836af5021b132891d8
Vivian Fleming,US,Coke is such a great and fizzy drink…,Coke is such a great and fizzy drink and is great to have on a cold summer day. I love the coke factory and all of the history behind it.,"Dec 5, 2019",5,https://www.trustpilot.com/users/5de91ffe741d5f055c345e5a
Saurabh,US,I found very unhygienic thing inside…,I found very unhygienic thing inside the coke 20fl oz bottle bought from dominos,"Dec 3, 2019",1,https://www.trustpilot.com/users/5de5c0d5ae77581a55b5d233
Beccah,US,Huge waste contributor,Huge waste contributor. Coca Cola contributes so much waste to this planet. Something has to be done!,"Dec 2, 2019",2,https://www.trustpilot.com/users/5de553171ef7dc43f9d7395f
Antonio Ciornei,GB,Coca Cola Peach???,"Coca Cola Peach???? Horrible product, horrible taste nothing to do with the peach, smell like 1 day used socks. my very bad chose  to spend 1 pound. I give 3 pounds today to the homeless people and I was very happy but 1 pound for coca cola peach.......","Updated Dec 1, 2019",1,https://www.trustpilot.com/users/5d10e8060bc5cf78b0a1fa54
Rahima Munni,CA,kinda like my coffee,,"Nov 17, 2019",5,https://www.trustpilot.com/users/5dd1be740376456f0fcdd4d6
Gerad Cecil De Van,AU,Hey I’m De Van Gerard Cecil and I love coke,Hey I’m De Van Gerard Cecil and I am hooked on Coca Cola it’s my drink of choice. I love it and I smash it down and recommend it to you all. Cheers. De Van Gerard Cecil,"Nov 15, 2019",5,https://www.trustpilot.com/users/5dce353687f09fab48228598
Trenton Kerstetter,US,Best Soda,Best Soda I've ever had helped me when I was throwing up and just made me feel better.,"Nov 13, 2019",5,https://www.trustpilot.com/users/5dcc3cee910113b575f032ec
Xavier M.,ES,Good but unhealthy,,"Nov 9, 2019",3,https://www.trustpilot.com/users/5d91b37e4e1ff75381a4589c
John Cabot,US,Coca Cola the Original and the best,Coca Cola the Original and the best!  Drink Coca Cola if you want to be the best!,"Nov 8, 2019",5,https://www.trustpilot.com/users/5dc5b616567fde7a6d07d0df
pakman,GB,The logo is nothing special the colours…,The logo is nothing special the colours are not happy and bright and they should be colourfull so they would encourage others to buy it.,"Nov 5, 2019",1,https://www.trustpilot.com/users/5dc2053b401a48eb35da89fb
ben stones,GB,My favourite drink,My favourite drink. Absolutely love it,"Nov 1, 2019",5,https://www.trustpilot.com/users/5dbc36a6d997e3773d6012f0
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Noah Tapara,AU,Thanks Coca Cola,"The most delicious drink for the World to share.  I'm quite positive for the company.  Many countries thank Coca Cola, and demand for this drink is quite good.  I love the way people interact with Coke, and its just a positive, quenching, and thrilling way to keep entertained.","Nov 1, 2019",5,https://www.trustpilot.com/users/5da0262c5f85c19c8f228e43
Adrian Kwiecien,GB,Best cola drink in the world !,,"Oct 27, 2019",5,https://www.trustpilot.com/users/5db5ac74b18e185f95c7475f
Joseph Driskell,US,I love coke and all of the cool wall…,"I love coke and all of the cool wall hanging crap, boxers ect... You should all visit the coke store in Vegas to see the cool stuff they sell in person.","Oct 24, 2019",5,https://www.trustpilot.com/users/5db1cb09aa3fb22f3d247ced
Thomas,DK,1 star bevouse i bough a Coke and read…,"1 star becuse i bough a Coke and read behind the bottle about the competition, For premier league. i tryed create an account but it kept saying ""UGYLDIG: BRUG VENLIGST ET GYLDIGT KODEORD. KODEORDET SKAL VÆRE PÅ MINDST 8 TEGN, INDEHOLDE MINDST ÉT TAL, ÉT BOGSTAV OG ÉT SÆRTEGN.""I tryed create 20 diffrent passwords.. with big and small letters, numbers and that was a annoying.I WILL Never try a coca cola competition again. Its just too anoying and waiste of time.","Oct 19, 2019",1,https://www.trustpilot.com/users/5d9688899145860f8a3cd517
ERIC SIMPSON,US,I REMEMBER COKE FROM THE 1970s,"I REMEMBER COKE FROM THE 1970s. COKE HAD BITE. A COLD COKE WAS REFFRESHING. AS KIDS WE WOULD SEE WHO COULD CHUG A BOTTLE. THE BITE WAS REAL, REFFRESHING. I BOUGHT A COKE TODAY. IT WAS FLAT. WAY TO SWEET. TASTED LIKE A PEPSI IN THE 70s. COKE NEEDS TO GO BACK TO THE WAY IT WAS MADE IN THE 1960s AND 1970s BOTTLE IT IN GLASS. AND START SELLING REAL COKE AGIN. I WOULD SURE LOVE TO DRINK A COKE. NOT THE COKE JOKE OF TODAY","Updated Oct 14, 2019",2,https://www.trustpilot.com/users/5da3e31988eb1e782f23c098
Jean Newman,GB,Didnt like the sugar free coca cola…energy,Didnt like the sugar free coca cola energy drink so tried the one with sugar & it was worse.Funny after taste to.,"Oct 11, 2019",2,https://www.trustpilot.com/users/5d0391c2252a76364a28b3b1
John,US,Four stars only because there's too…,"Four stars only because there's too much sugar.I've loved soda for years, and now that I'm leaving reviews, I need Pepsi to know that I'm serious!","Oct 10, 2019",4,https://www.trustpilot.com/users/5d9f69415f85c13495224d31
Orio,IL,drink water,drink water! :),"Oct 7, 2019",5,https://www.trustpilot.com/users/5d7115cd6fa365c054135946
John,US,Put the real auger back in coke!!!,Make coke with real cane sugar affordable ! The price of Mexican coke is ridiculous! Coke made with real sugar just tastes better! The high fructose corn syrup in today’s coke has definitely affected this once great soft drink!,"Updated Oct 21, 2019",5,https://www.trustpilot.com/users/5d9a83ce0f69b757379ef665
wahid tiane,DZ,university,Reliable company.  I can't enjoy food without a drink,"Oct 5, 2019",5,https://www.trustpilot.com/users/5d98170282722fa9f0f1353a
Mark Hall,ZA,Just tried coca cola energy drink,"Just tried new coca cola energy drink - not a fan - bad compromise between the unbeatable coke taste and the unbeatable original energy drink taste (ala Play or Monster or Red Bull). Nothing beats original coke taste and nothing beats energy drink taste, but trying to mix the two tastes does not work (I'd rather have something that tastes just like coke but has the energy ingredients....speaking of which, if you make it an almost premium priced energy drink, then it must must have the premium ingredients / kick....where is the Taurine? Won't be buying that ever again....will stick to (any other) coca cola (sugar free, whatever) and any other energy drink, but not another coca-cola energy drink....ever...unless you completely change it.","Sep 25, 2019",2,https://www.trustpilot.com/users/5d8b5f722bfdf53cd32ae62f
Jack Holland,FR,Fantastic company,"Fantastic company, I've been doing business with them for 20 years and always pay invoices on time, can't say enough good things about them.","Sep 17, 2019",5,https://www.trustpilot.com/users/5d815dca4bbf8f0f32f70bd1
anh nguyen,US,I been contacted to customer service to…,I been contacted to customer service to get my deposit money back but it's been 3 years and still not solve yet.it's only couples hundred but a million company like coca cola cant handle ?,"Sep 3, 2019",1,https://www.trustpilot.com/users/5d6eef31d7a2f9bc74a94fb8
Dean Ince,GB,All about the red stuff!,The original red Coca Cola is the one.,"Sep 2, 2019",5,https://www.trustpilot.com/users/5d6d44a08fd5b0be31732afe
Tor Slater,GB,The best drink around!,,"Aug 22, 2019",5,https://www.trustpilot.com/users/5d5e72f33d6bf544795a3f44
Manoj Kumar,IN,Coca-Cola service is very third class…,Coca-Cola service is very third class in Jaipur Rajasthan india. I can prove it. Manoj 9828016566,"Aug 15, 2019",1,https://www.trustpilot.com/users/5d54f9f0c5d41fc005985a19
Sarah Dabrowski Rodgers,US,It is good tasting but horrible for…,It is good tasting but horrible for your health.,"Jul 26, 2019",3,https://www.trustpilot.com/users/5d3aa9a56eaec23e55e88848
noy,VN,Cheap drink,"Cheap drink, good for a party.","Jul 4, 2019",4,https://www.trustpilot.com/users/5d1074988e06a27c0e889f55
Keith Smedley,GB,Coca Cola energy drink,"I tried this drink for the first time today, my honest opinion, it tastes like when you’ve opened a bottle of original coke and forgot about it for a few weeks. When your dying of thirst in the night and reach for it thinking it’s fresh to find it flat and warm, that’s the taste of Coca Cola energy","Jul 1, 2019",1,https://www.trustpilot.com/users/5d1a654b97935f1c17d7d3d2
Pamela Provence Collins-Cookro,US,"I had several people telling me ""You…","I had several people telling me ""You need to try the orange vanilla coke, it's great."" So after hearing so many people say that, I bought a 12 pack. I couldn't have been more disappointed. It tastes like regular coke. No vanilla or orange taste to it at all!! I'll go back to my Pepsi products. At least you can taste the flavor they say it is.","Jun 24, 2019",2,https://www.trustpilot.com/users/5d10ef85ea3908519ace37cc
Jay,,,,5 days ago,,https://www.trustpilot.com/users/664a4863f9916eaccee9f40d
Dave,,,,4 days ago,,https://www.trustpilot.com/users/67ee290674626a453f55ec7c
Keneth Leonard,,,,"Mar 30, 2025",,https://www.trustpilot.com/users/67e94ec989ee1484f94e9663
Shae Brown,,,,"Mar 6, 2025",,https://www.trustpilot.com/users/67c914d9a30fd86f932d0285
Blair Sway Dixon,US,I’m making this review on cocoa cola…,"I’m making this review on cocoa cola company in Lafayette, la specifically because I honestly think they are bias and don’t want t hire specifically minorities’ because I’ve been a lying to the same location for the last 3-5 months with qualified skills but yet they keep saying they have decided to pursue other candidates but yet you til have the same position available which has been going on for 3-4 months. I personally feel u as a company are being biased as not giving anyone a fair shot at the jobs posted on your career site.  As a big brand company I find it funny that y’all need workers but don’t hire qualified candidates or even give them a chance that’s bullcrap!! I’m keeping it all the way honest that you guys are  full of crap! Also noting, just because you have the position open just to keep face sake as far as your brand. After going through this I will no infer purchase any types of coke made products.","Jun 22, 2019",1,https://www.trustpilot.com/users/5d0ebd4ea7faac3657194eaa
Shab Hussain,GB,Disgusting,Coca Cola energy drink is basically a normal cola in a energy style drink can fooling people in buying a energy drink tried it and it’s tasteless no taurine just pointless drink why they could of made it better. ( RED BULL FOR LIFE simply the best drink and it’s tasty!!,"Jun 16, 2019",1,https://www.trustpilot.com/users/58d5313e0000ff000a85194e
Mark,GB,Oasis summer fruits 1.5ltr,Why can you not get Oasis summer fruits in 1.5ltr bottles in other supermarkets? It's only Tesco stores that stock this brand. I think this is one of the best brands in soft drinks and you don't seem to stock it anywhere else. WHY ??????,"Jun 14, 2019",1,https://www.trustpilot.com/users/589b4b750000ff000a754b02
Alvaro,PE,It has been the best soda for decades!,It has been the best soda for decades. It is always there in every family moment. I love it!,"Jun 11, 2019",5,https://www.trustpilot.com/users/5cffdf319522f810088d0706
Lisa Pernact,ZA,Why did you stop producing Coke Life,Why did you stop producing Coke Life? That was your best drink by far! Really too bad.,"Jun 10, 2019",3,https://www.trustpilot.com/users/5cfe6fdaf371c6e5778d1617
ryan mannat,US,the king of softdrinks!!,the goodwill vibes that cocacola has is unmatched! brand that connects with  billions of family around the globe!,"Jun 7, 2019",4,https://www.trustpilot.com/users/5cfa18e199e218ecead163a7
Badaho.A,US,A good taste but not super good for…,A good taste but not super good for your health,"May 27, 2019",3,https://www.trustpilot.com/users/5cebf4ab9851fb0c849d1e04
